Ano Projeto,Codigo,Tipo de Ação,Titulo,Centro de Ensino,Unidade,Data Inicio,Data Fim,Situacao,Status_macro,Fonte Financiamento
2024,CR133-2024,Curso,O PDDE E AS AÇÕES INTEGRADAS NA REGIÃO NORDESTE: NOVOS CENÁRIOS E NOVAS POSSIBILIDADES - SALVADOR - BA - CURSO DE CAPACITAÇÃO PRESENCIAL,CE - Centro de Educação,CE - DEPARTAMENTO DE EDUCAÇÃO DO CAMPO,2024-06-06,2024-06-07,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,EV49-2024,Evento,O PDDE E AS AÇÕES INTEGRADAS NA REGIÃO NORDESTE: NOVOS CENÁRIOS E NOVAS POSSIBILIDADES - SALVADOR - BA - ENCONTRO COM DIRIGENTES ,CE - Centro de Educação,CE - DEPARTAMENTO DE EDUCAÇÃO DO CAMPO,2024-06-05,2024-06-05,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,EV50-2024,Evento,O PDDE e as ações integradas na região Nordeste: novos cenários e novas possibilidades - São Luís - Encontro com dirigentes.,CE - Centro de Educação,CE - DEPARTAMENTO DE EDUCAÇÃO DO CAMPO,2024-06-17,2024-06-17,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2024,CR134-2024,Curso,O PDDE E AS AÇÕES INTEGRADAS NA REGIÃO NORDESTE: NOVOS CENÁRIOS E NOVAS POSSIBILIDADES - SÃO LUÍS - MA - CURSO DE CAPACITAÇÃO,CE - Centro de Educação,CE - DEPARTAMENTO DE EDUCAÇÃO DO CAMPO,2024-06-20,2024-06-21,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR135-2024,Curso,O PDDE E AS AÇÕES INTEGRADAS NA REGIÃO NORDESTE: NOVOS CENÁRIOS E NOVAS POSSIBILIDADES - SÃO RAIMUNDO NONATO -PI  - CURSO DE CAPACITAÇÃO,CE - Centro de Educação,CE - DEPARTAMENTO DE EDUCAÇÃO DO CAMPO,2024-06-06,2024-06-07,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR136-2024,Curso,O PDDE E AS AÇÕES INTEGRADAS NA REGIÃO NORDESTE: NOVOS CENÁRIOS E NOVAS POSSIBILIDADES - SEABRA - BA - CURSO DE CAPACITAÇÃO PRESENCIAL,CE - Centro de Educação,CE - DEPARTAMENTO DE EDUCAÇÃO DO CAMPO,2024-06-06,2024-06-07,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR137-2024,Curso,O PDDE E AS AÇÕES INTEGRADAS NA REGIÃO NORDESTE: NOVOS CENÁRIOS E NOVAS POSSIBILIDADES - SENADOR POMPEU - CE - CURSO DE CAPACITAÇÃO PRESENCIAL,CE - Centro de Educação,CE - DEPARTAMENTO DE EDUCAÇÃO DO CAMPO,2024-06-06,2024-06-07,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR138-2024,Curso,O PDDE E AS AÇÕES INTEGRADAS NA REGIÃO NORDESTE: NOVOS CENÁRIOS E NOVAS POSSIBILIDADES - SENHOR DO BONFIM - BA- CURSO DE CAPACITAÇÃO PRESENCIAL,CE - Centro de Educação,CE - DEPARTAMENTO DE EDUCAÇÃO DO CAMPO,2024-06-06,2024-06-07,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR139-2024,Curso,O PDDE E AS AÇÕES INTEGRADAS NA REGIÃO NORDESTE: NOVOS CENÁRIOS E NOVAS POSSIBILIDADES - TERESINA - PI - CURSO DE CAPACITAÇÃO,CE - Centro de Educação,CE - DEPARTAMENTO DE EDUCAÇÃO DO CAMPO,2024-06-05,2024-06-06,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,EV51-2024,Evento,O PDDE e as ações integradas na região Nordeste: novos cenários e novas possibilidades - teresina-PI - Encontro com dirigentes.,CE - Centro de Educação,CE - DEPARTAMENTO DE EDUCAÇÃO DO CAMPO,2024-06-04,2024-06-04,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2024,CR140-2024,Curso,O PDDE E AS AÇÕES INTEGRADAS NA REGIÃO NORDESTE: NOVOS CENÁRIOS E NOVAS POSSIBILIDADES - VITÓRIA DA CONQUISTA - BA - CURSO DE CAPACITAÇÃO PRESENCIAL,CE - Centro de Educação,CE - DEPARTAMENTO DE EDUCAÇÃO DO CAMPO,2024-06-06,2024-06-07,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,EV52-2024,Evento,O PDDE E AS AÇÕES INTEGRADAS NA REGIÃO NORDESTE: NOVOS CENÁRIOS E NOVAS POSSIBILIDADES - VITÓRIA DA CONQUISTA - BA - ENCONTRO COM DIRIGENTES,CE - Centro de Educação,CE - DEPARTAMENTO DE EDUCAÇÃO DO CAMPO,2024-06-05,2024-06-05,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,EV101-2025,Evento,Operacionalização da Reforma Tributária sobre o Consumo: NFS-e e Documentos Fiscais,CCSA - Centro de Ciências Sociais Aplicadas,CCSA - DEPARTAMENTO DE FINANÇAS E CONTABILIDADE,2025-09-16,2025-09-16,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,PJ511-2020,Projeto,O PLANTÃO PSICOLÓGICO E SAÚDE MENTAL: CAPACITAÇÃO DE DISCENTES E PSICÓLOGOS EM ATENDIMENTO DE URGÊNCIA PSICOLÓGICA,CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DEPARTAMENTO DE PSICOLOGIA,2020-04-01,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,PJ114-2023,Projeto,O potencial tóxico de plantas ornamentais beleza e riscos  o conhecimento como ferramenta para prevenção de acidentes,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS FARMACÊUTICAS,2023-06-01,2023-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,PJ0-2020,Projeto,O potencial tóxico de plantas ornamentais beleza e riscos  o conhecimento como ferramenta para prevenção de acidentes.,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS FARMACÊUTICAS,2020-06-01,2020-12-31,AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS,Em Trâmite,FINANCIAMENTO INTERNO
2022,PJ174-2022,Projeto,O potencial tóxico de plantas ornamentais beleza e riscos  o conhecimento como ferramenta para prevenção de acidentes.,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS FARMACÊUTICAS,2022-07-01,2022-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,PJ314-2025,Projeto,O potencial tóxico de plantas ornamentais beleza e riscos  o conhecimento como ferramenta para prevenção de acidentes na Comunidade do Assentamento Dona Antônia no município do Conde-PB,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS FARMACÊUTICAS,2025-07-01,2025-12-31,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2024,PJ459-2024,Projeto,O potencial tóxico de plantas ornamentais beleza e riscos  o conhecimento como ferramenta para prevenção de acidentes na  Comunidade Quilombola Ipiranga no município do Conde-PB,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS FARMACÊUTICAS,2024-06-01,2024-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR211-2025,Curso,O problema do desenvolvimento do psiquismo e as possibilidades da educação escolar,CE - Centro de Educação,CE - DEPARTAMENTO DE FUNDAMENTAÇÃO DA EDUCAÇÃO,2025-08-18,2025-12-08,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2024,PJ1590-2024,Projeto,O professor da educação básica: caminhos para o Mestrado  ,PROGEP - DIVISÃO DE EDUCAÇÃO E CAPACITAÇÃO PROFISSIONAL (DECP),PROGEP - DIVISÃO DE EDUCAÇÃO E CAPACITAÇÃO PROFISSIONAL (DECP),2024-08-08,2025-08-08,APROVADO SEM RECURSOS,Ativo,FINANCIAMENTO INTERNO
2024,PJ859-2024,Projeto,O Protagonismo das Mulheres do Campo quilombolas na Economia Popular Solidária e o seus fazeres educativos ,CE - Centro de Educação,CE - DEPARTAMENTO DE EDUCAÇÃO DO CAMPO,2024-08-01,2025-10-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,PJ51-2021,Projeto,O QUE A CAPOEIRA PODE ENSINAR: DISCUTINDO DEMOCRACIA RACIAL E AUTORITARISMO NA ESCOLA,CE - Centro de Educação,CE - DEPARTAMENTO DE FUNDAMENTAÇÃO DA EDUCAÇÃO,2021-05-03,2022-04-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,PJ1584-2024,Projeto,"O que aconteceu com você? Perpectiva sobre prisão, trauma e cuidado integral.",CCM - Centro de Ciências Médicas,CCM - DEPARTAMENTO DE PROMOÇÃO DA SAÚDE,2024-08-01,2025-10-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,PJ939-2020,Projeto,O que fazer diante de uma criança com bruxismo ?,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CLÍNICA E ODONTOLOGIA SOCIAL,2020-07-15,2020-12-16,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,PJ537-2022,Projeto,O QUE FAZER DIANTE DE UMA CRIANÇA COM BRUXISMO ?,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CLÍNICA E ODONTOLOGIA SOCIAL,2022-08-01,2023-07-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,PJ789-2023,Projeto,O QUE FAZER DIANTE DE UMA CRIANÇA COM BRUXISMO II ?,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CLÍNICA E ODONTOLOGIA SOCIAL,2023-08-01,2024-07-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,PJ1606-2024,Projeto,O que fazer diante de uma criança com bruxismo III ?,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CLÍNICA E ODONTOLOGIA SOCIAL,2024-08-01,2025-10-31,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2025,PJ1708-2025,Projeto,O que fazer diante de uma criança com bruxismo IV ?,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CLÍNICA E ODONTOLOGIA SOCIAL,2025-11-01,2026-10-31,EM EXECUÇÃO,Ativo,FINANCIAMENTO INTERNO
2025,PJ1571-2025,Projeto,O que querem as mulheres? Jornalismo feminista e educação midiática sobre políticas democráticas para as mulheres na eleição 2026,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE JORNALISMO,2025-11-01,2026-10-31,EM EXECUÇÃO,Ativo,FINANCIAMENTO INTERNO
2023,CR169-2023,Curso,Oratória de Alto Impacto e Inteligência Comunicacional,CCAE - Centro de Ciências Aplicadas e Educação,CCAE - DIREÇÃO DE CENTRO,2023-10-27,2023-11-17,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,PJ1182-2024,Projeto,Orçamento Público: Fontes e Destinos dos Recursos Arrecadados,CCSA - Centro de Ciências Sociais Aplicadas,CCSA - DEPARTAMENTO DE ECONOMIA,2024-08-01,2025-10-31,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2025,PJ2115-2025,Projeto,Orçamento Público: Fontes e Destinos dos Recursos Arrecadados,CCSA - Centro de Ciências Sociais Aplicadas,CCSA - DEPARTAMENTO DE ECONOMIA,2025-11-01,2026-10-31,APROVADO SEM RECURSOS,Ativo,FINANCIAMENTO INTERNO
2025,PJ96-2025,Projeto,"Orçamento Público: Informação, Participação e Fiscalização PROEXT-PG",CCJ - Centro de Ciências Jurídicas,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,2025-03-10,2026-10-31,EM EXECUÇÃO,Ativo,FINANCIAMENTO INTERNO
2023,EV76-2023,Evento,O registro de imóveis e os direitos reais,CCJ - Centro de Ciências Jurídicas,CCJ - DEPARTAMENTO DE CIÊNCIAS JURÍDICAS,2023-08-30,2023-08-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,PJ156-2020,Projeto,"ORGANIZAÇÃO, DIFUSÃO E ACESSO DO ACERVO MUSICAL DO MAESTRO KAPLAN",ARQUIVO CENTRAL,ARQUIVO CENTRAL,2020-04-01,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,PJ160-2025,Projeto,Organização do Acervo Arquivístico da Pró-Reitoria de Pesquisa da UFPB: Um Levantamento das Tipologias Documentais    Levantamento das Tipologias Documentais no Acervo Arquivístico da Pró-Reitoria de Pesquisa (PRPG) da UFPB    Mapeamento e Organização do Acervo Arquivístico da PRPG/UFPB: Enfoque nas Tipologias Documentais,ARQUIVO CENTRAL,ARQUIVO CENTRAL,2025-06-09,2025-08-11,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,PJ694-2021,Projeto,Organização do acervo arquivístico permanente da UFPB: intervenções  fundamentadas a partir da função classificação,CCSA - Centro de Ciências Sociais Aplicadas,CCSA - DEPARTAMENTO DE CIÊNCIA DA INFORMAÇÃO,2021-05-03,2022-04-30,PROJETO CANCELADO,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2023,PJ621-2023,Projeto,ORGANIZAÇÃO DO ACERVO MEMORIAL SIVUCA,ARQUIVO CENTRAL,ARQUIVO CENTRAL,2023-08-01,2024-07-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,PJ502-2020,Projeto,Organização e Catalogação Acervo Pinacoteca UFPB,PRÓ-REITORIA DE EXTENSÃO  (PROEX),PRÓ-REITORIA DE EXTENSÃO  (PROEX),2020-04-01,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,PJ1586-2024,Projeto,Organização e Difusão do Acervo Documental do Maestro José Alberto Kaplan: Democratizando o Acesso à Memória Musical Paraibana,ARQUIVO CENTRAL,ARQUIVO CENTRAL,2024-08-01,2025-07-31,PROJETO CANCELADO,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2025,PJ2052-2025,Projeto, Organização e Inventário Acervo Museu Casa de Cultura Hermano José ,PROEX - COORDENAÇÃO DE EXTENSÃO CULTURAL (COEX),PROEX - COORDENAÇÃO DE EXTENSÃO CULTURAL (COEX),2025-11-01,2026-10-31,EM EXECUÇÃO,Ativo,FINANCIAMENTO INTERNO
2025,PJ2050-2025,Projeto,ORGANIZAÇÃO E TRATAMENTO DO ACERVO DO NÚCLEO INTERDISCIPLINAR DE PESQUISA E AÇÃO SOBRE A MULHER E RELAÇÕES DE SEXO E GÊNERO (NIPAM) DO CENTRO DE EDUCAÇÃO DA UFPB,CCSA - Centro de Ciências Sociais Aplicadas,CCSA - DEPARTAMENTO DE CIÊNCIA DA INFORMAÇÃO,2025-11-04,2026-11-30,EM EXECUÇÃO,Ativo,FINANCIAMENTO INTERNO
2020,PJ186-2020,Projeto,Organizar para Acessar: preservando a memória institucional por meio das práticas arquivísticas nos arquivos do Centro de Ciências Sociais Aplicadas da UFPB,CCSA - Centro de Ciências Sociais Aplicadas,CCSA - COORDENAÇÃO DE ARQUIVOLOGIA,2020-04-01,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,PJ1186-2024,Projeto,ORIENTAÇÃO AOS PAIS DE CRIANÇAS COM DIFICULDADES DE APRENDIZAGEM NA CLÍNICA DE PSICOPEDAGOGIA,CE - Centro de Educação,CE - DEPARTAMENTO DE PSICOPEDAGOGIA,2024-08-01,2025-10-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,PJ1429-2024,Projeto,ORIENTAÇÃO DE BOAS PÁTICAS DE MANIPULAÇÃO EM FEIRAS LIVRES DE JOÃO PESSOA,CT - Centro de Tecnologia,CT - DEPARTAMENTO DE ENGENHARIA DE ALIMENTOS,2024-08-01,2025-10-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,CR23-2021,Curso,Orientação de docentes da rede pública para elaboração de projetos de pesquisa voltados à Pós-Graduação Stricto Sensu,CE - Centro de Educação,CE - DEPARTAMENTO DE HABILITAÇÃO PEDAGÓGICA,2021-03-01,2021-06-07,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,PJ658-2020,Projeto,ORIENTAÇÃO DE PACIENTES NO CENTRO REFERÊNCIA E ATENÇÃO À SAÚDE (CRAS/UFPB) - UM ENFOQUE NA CONDUTA TERAPÊUTICA RACIONAL DE MEDICAMENTOS,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS BIOMÉDICAS,2020-04-01,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,PJ383-2023,Projeto,ORIENTAÇÃO DE PACIENTES ODONTOLÓGICOS NO CENTRO DE REFERÊNCIA E ATENÇÃO À SAÚDE (CRAS/UFPB) SOBRE O USO RACIONAL DE MEDICAMENTOS  ABORDAGEM PRESENCIAL E AUXILIO DE FERRAMENTAS DIGITAIS,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS BIOMÉDICAS,2023-08-01,2024-07-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,PJ851-2022,Projeto,ORIENTAÇÃO DE PACIENTES ODONTOLÓGICOS NO CENTRO DE REFERÊNCIA E ATENÇÃO À SAÚDE (CRAS/UFPB) SOBRE O USO RACIONAL DE MEDICAMENTOS  ABORDAGEM PRESENCIAL E AUXILIO DE FERRAMENTAS DIGITAIS ,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS BIOMÉDICAS,2022-08-01,2023-07-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,PJ1317-2024,Projeto,ORIENTAÇÃO DE PACIENTES ODONTOLÓGICOS NO CENTRO DE REFERÊNCIA E ATENÇÃO À SAÚDE (CRAS/UFPB) SOBRE O USO RACIONAL DE MEDICAMENTOS  ABORDAGEM PRESENCIAL E AUXILIO DE FERRAMENTAS DIGITAIS ,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS BIOMÉDICAS,2024-08-01,2025-10-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,PJ2047-2025,Projeto,ORIENTAÇÃO DE PACIENTES ODONTOLÓGICOS NO CENTRO DE REFERÊNCIA E ATENÇÃO À SAÚDE (CRAS/UFPB) SOBRE O USO RACIONAL DE MEDICAMENTOS  ABORDAGEM PRESENCIAL E AUXILIO DE FERRAMENTAS DIGITAIS ,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS BIOMÉDICAS,2025-11-01,2026-10-31,EM EXECUÇÃO,Ativo,FINANCIAMENTO INTERNO
2021,PJ630-2021,Projeto,ORIENTAÇÃO DOS CUIDADORES PARA DETECÇÃO PRECOCE DE ALTERAÇÕES NEUROLÓGICAS EM RECÉM-NASCIDOS E LACTENTES DE RISCO EM AMBULATÓRIO DO HULW,CCM - Centro de Ciências Médicas,CCM - DEPARTAMENTO DE PEDIATRIA E GENÉTICA,2021-05-03,2022-04-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,PJ380-2022,Projeto,ORIENTAÇÃO DOS CUIDADORES PARA DETECÇÃO PRECOCE DE ALTERAÇÕES NEUROLÓGICAS EM RECÉM-NASCIDOS E LACTENTES DE RISCO EM AMBULATÓRIO DO HULW  ANO 2,CCM - Centro de Ciências Médicas,CCM - DEPARTAMENTO DE PEDIATRIA E GENÉTICA,2022-08-01,2023-07-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,PJ500-2023,Projeto,ORIENTAÇÃO DOS CUIDADORES PARA DETECÇÃO PRECOCE DE ALTERAÇÕES NEUROLÓGICAS EM RECÉM-NASCIDOS E LACTENTES DE RISCO EM AMBULATÓRIO DO HULW  ESTIMULAR ANO 3,CCM - Centro de Ciências Médicas,CCM - DEPARTAMENTO DE PEDIATRIA E GENÉTICA,2023-08-01,2024-07-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,PJ1001-2024,Projeto,ORIENTAÇÃO DOS CUIDADORES PARA DETECÇÃO PRECOCE DE ALTERAÇÕES NEUROLÓGICAS EM RECÉM-NASCIDOS E LACTENTES DE RISCO EM AMBULATÓRIO DO HULW  ESTIMULAR ANO 4,CCM - Centro de Ciências Médicas,CCM - DEPARTAMENTO DE PEDIATRIA E GENÉTICA,2024-08-01,2025-10-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,PJ1829-2025,Projeto,ORIENTAÇÃO DOS CUIDADORES PARA DETECÇÃO PRECOCE DE ALTERAÇÕES NEUROLÓGICAS EM RECÉM-NASCIDOS E LACTENTES DE RISCO EM AMBULATÓRIO DO HULW  ESTIMULAR ANO 5,CCM - Centro de Ciências Médicas,CCM - DEPARTAMENTO DE PEDIATRIA E GENÉTICA,2025-11-01,2026-10-31,EM EXECUÇÃO,Ativo,FINANCIAMENTO INTERNO
2025,PJ2045-2025,Projeto,Orientação e acompanhamento de pacientes vitimados por animais peçonhentos atendidos no Centro de Informação e Assistência Toxicológica de João Pessoa ,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS FARMACÊUTICAS,2025-11-01,2026-10-31,EM EXECUÇÃO,Ativo,FINANCIAMENTO INTERNO
2023,PJ510-2023,Projeto,Orientação e acompanhamento de pacientes vitimados por animais peçonhentos atendidos no Centro de Informação e Assistência Toxicológica em João Pessoa,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS FARMACÊUTICAS,2023-08-01,2024-07-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,PJ388-2020,Projeto,Orientação e acompanhamento de pacientes vitimados por animais peçonhentos atendidos no Centro de Informação e Assistência Toxicológica em João Pessoa.,CCS - Centro de Ciências da Saúde,CCS - DIREÇÃO DE CENTRO,2020-04-01,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,PJ631-2021,Projeto,Orientação e acompanhamento de pacientes vitimados por animais peçonhentos atendidos no Centro de Informação e Assistência Toxicológica em João Pessoa.,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS FARMACÊUTICAS,2021-05-03,2022-04-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,PJ852-2022,Projeto,Orientação e acompanhamento de pacientes vitimados por animais peçonhentos atendidos no Centro de Informação e Assistência Toxicológica em João Pessoa.,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS FARMACÊUTICAS,2022-08-01,2023-07-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,PJ991-2024,Projeto,Orientação e acompanhamento de pacientes vitimados por animais peçonhentos atendidos no Centro de Informação e Assistência Toxicológica em João Pessoa.  ,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS FARMACÊUTICAS,2024-08-01,2025-10-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,PJ0-2025,Projeto,ORIENTAÇÃO EDUCACIONAL E DIVULGAÇÃO DA MOSTRA  CIENTÍFICA EM CABEDELO E SANTA RITA - PB,CCEN - Centro de Ciências Exatas,CCEN - DEPARTAMENTO DE BIOLOGIA MOLECULAR,2025-07-01,2025-12-31,SUBMETIDA,Em Trâmite,FINANCIAMENTO INTERNO
2023,PJ761-2023,Projeto,Orquestra Sinfônica Jovem da UFPB - OSJUFPB - 2023-2024,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2023-08-01,2024-07-31,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2020,PJ490-2020,Projeto,Orientação e educação relacionadas às Lesões Cervicais não Cariosas e Hipersensibilidade Dentinária para pacientes do ambulatório de Gastroenterologia do HULW/UFPB - Produção e construção de conhecimento interdisciplinar para saúde bucal.,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CLÍNICA E ODONTOLOGIA SOCIAL,2020-04-01,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,PJ161-2023,Projeto,ORIENTAÇÃO E USO RACIONAL COMUNITÁRIO DE PLANTAS MEDICINAIS E FITOTERÁPICOS,"CCHSA - Centro de Ciências Humanas, Sociais e Agrárias",CCHSA - DEPARTAMENTO DE AGRICULTURA,2023-06-01,2023-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,PJ395-2024,Projeto,ORIENTAÇÃO E USO RACIONAL COMUNITÁRIO DE PLANTAS MEDICINAIS E FITOTERÁPICOS,"CCHSA - Centro de Ciências Humanas, Sociais e Agrárias",CCHSA - DEPARTAMENTO DE AGRICULTURA,2024-06-01,2024-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,PJ701-2021,Projeto,Orientação Farmacêutica dos Distúrbios Mentais e seus Impactos Toxicológicos,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS FARMACÊUTICAS,2021-05-03,2022-04-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,PJ424-2020,Projeto,Orientação gerencial da produção e comercialização de produtos derivados do milho agroecológico não-transgênico produzido no Território da Borborema-PB.,"CCHSA - Centro de Ciências Humanas, Sociais e Agrárias",CCHSA - DEPARTAMENTO DE CIÊNCIAS SOCIAIS APLICADAS,2020-04-01,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,PJ265-2020,Projeto,Orientação para extração e uso sustentável de produtos florestais.,"CCHSA - Centro de Ciências Humanas, Sociais e Agrárias",CCHSA - DEPARTAMENTO DE AGRICULTURA,2020-04-01,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,PJ394-2024,Projeto,Orientação Sexual em uma escola de Cabedelo-PB: Conscientização Como Ferramenta de Promoção de Saúde,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS BIOMÉDICAS,2024-06-01,2024-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,PJ435-2025,Projeto,Orientação Sexual em uma Escola de Cabedelo-PB: Conscientização Como Ferramenta de Promoção de Saúde,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS BIOMÉDICAS,2025-07-01,2025-12-31,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2020,PJ296-2020,Projeto,ORIENTAÇÃO SEXUAL NAS ESCOLAS DA CIDADE DE JOÃO PESSOA-PB: CONSCIENTIZAÇÃO COMO FERRAMENTA DE PROMOÇÃO DE SAÚDE,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS BIOMÉDICAS,2020-04-01,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,PJ568-2021,Projeto,ORIENTAÇÕES AOS USUÁRIOS DA SAÚDE NO PREPARO INTESTINAL PARA COLONOSCOPIA,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE ENFERMAGEM CLÍNICA,2021-05-03,2022-04-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,PJ853-2022,Projeto,ORIENTAÇÕES AOS USUÁRIOS DA SAÚDE NO PREPARO INTESTINAL PARA COLONOSCOPIA,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE ENFERMAGEM CLÍNICA,2022-08-01,2023-07-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
